,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
0,S0191/0001,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
1,S0191/0002,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'C' AGRI - 'C' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
2,S0191/0003,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'C' BIO - 'C' B/MATH - 'D',S0191,ST. MATHIAS MULUMBA,KIGOMA
3,S0191/0004,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'X' KISW - 'A' ENGL - 'B' BIO - 'C' AGRI - 'C' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
4,S0191/0005,F,16,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'B' CHEM - 'C' BIO - 'B' AGRI - 'C' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
5,S0191/0006,F,12,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
6,S0191/0007,F,9,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
7,S0191/0008,F,24,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'B' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0191,ST. MATHIAS MULUMBA,KIGOMA
8,S0191/0009,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' BIO - 'C' B/MATH - 'C',S0191,ST. MATHIAS MULUMBA,KIGOMA
9,S0191/0010,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' AGRI - 'C' B/MATH - 'D',S0191,ST. MATHIAS MULUMBA,KIGOMA
