,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
0,S0101/0001,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'A' COMM - 'C' B/KEEPING - 'B',S0101,AZANIA,DAR ES SALAAM
1,S0101/0002,M,27,IV,CIV - 'F' HIST - 'D' GEO - 'F' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'D' COMM - 'D' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
2,S0101/0003,M,11,I,CIV - 'B' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'A' BIO - 'A' COMP STUD - 'B' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
3,S0101/0004,M,22,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' FREN - 'D' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'C',S0101,AZANIA,DAR ES SALAAM
4,S0101/0005,M,11,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'C' ENGL - 'A' FREN - 'D' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
5,S0101/0006,M,13,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' COMP STUD - 'C' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
6,S0101/0007,M,26,IV,CIV - 'D' HIST - 'C' GEO - 'D' KISW - 'D' ENGL - 'D' BIO - 'C' B/MATH - 'F' COMM - 'D' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
7,S0101/0008,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'C' BIO - 'B' B/MATH - 'A' COMM - 'B' B/KEEPING - 'A',S0101,AZANIA,DAR ES SALAAM
8,S0101/0009,M,22,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
9,S0101/0010,M,12,I,CIV - 'B' HIST - 'C' GEO - 'B' KISW - 'B' ENGL - 'A' FREN - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
10,S0101/0011,M,32,IV,CIV - 'F' HIST - 'D' GEO - 'F' KISW - 'D' ENGL - 'F' BIO - 'D' B/MATH - 'F' COMM - 'F' B/KEEPING - 'F',S0101,AZANIA,DAR ES SALAAM
11,S0101/0012,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'B',S0101,AZANIA,DAR ES SALAAM
12,S0101/0013,M,27,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'C' BIO - 'C' B/MATH - 'F' COMM - 'F' B/KEEPING - 'F',S0101,AZANIA,DAR ES SALAAM
13,S0101/0014,M,26,IV,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'D' BIO - 'C' B/MATH - 'F' COMM - 'F' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
14,S0101/0015,M,29,IV,CIV - 'F' HIST - 'F' GEO - 'D' E/D/KIISLAMU - 'F' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'F' COMM - 'F' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
15,S0101/0016,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
16,S0101/0017,M,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' BIO - 'A' B/MATH - 'C' COMM - 'C' B/KEEPING - 'B',S0101,AZANIA,DAR ES SALAAM
17,S0101/0018,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'D',S0101,AZANIA,DAR ES SALAAM
18,S0101/0019,M,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' FREN - 'D' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
19,S0101/0020,M,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' PHY - 'F' CHEM - 'D' BIO - 'D' B/MATH - 'F',S0101,AZANIA,DAR ES SALAAM
20,S0101/0021,M,9,I,CIV - 'C' HIST - 'A' GEO - 'B' E/D/KIISLAMU - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
21,S0101/0022,M,22,III,CIV - 'D' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'D' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0101,AZANIA,DAR ES SALAAM
22,S0101/0023,M,21,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F' COMM - 'D' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
23,S0101/0024,M,8,I,CIV - 'B' HIST - 'A' GEO - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' COMP STUD - 'B' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
24,S0101/0025,M,13,I,CIV - 'B' HIST - 'B' GEO - 'B' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
25,S0101/0026,M,29,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'D' BIO - 'D' B/MATH - 'F' COMM - 'F' B/KEEPING - 'F',S0101,AZANIA,DAR ES SALAAM
26,S0101/0027,M,15,I,CIV - 'C' HIST - 'B' GEO - 'B' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
27,S0101/0028,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' FREN - 'C' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'B',S0101,AZANIA,DAR ES SALAAM
28,S0101/0029,M,14,I,CIV - 'C' HIST - 'B' GEO - 'B' E/D/KIISLAMU - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0101,AZANIA,DAR ES SALAAM
29,S0101/0030,M,13,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
30,S0101/0031,M,23,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' PHY - 'F' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0101,AZANIA,DAR ES SALAAM
31,S0101/0032,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0101,AZANIA,DAR ES SALAAM
32,S0101/0033,M,22,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'D',S0101,AZANIA,DAR ES SALAAM
33,S0101/0034,M,9,I,CIV - 'B' HIST - 'B' GEO - 'A' F.ART - 'C' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
34,S0101/0035,M,9,I,CIV - 'B' HIST - 'A' GEO - 'B' PHY EDU - 'C' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
35,S0101/0036,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'C' COMM - 'C' B/KEEPING - 'C',S0101,AZANIA,DAR ES SALAAM
36,S0101/0037,M,15,I,CIV - 'C' HIST - 'B' GEO - 'B' F.ART - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
37,S0101/0038,M,13,I,CIV - 'B' HIST - 'C' GEO - 'B' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'B',S0101,AZANIA,DAR ES SALAAM
38,S0101/0039,M,20,II,CIV - 'C' HIST - 'C' GEO - 'B' KISW - 'C' ENGL - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0101,AZANIA,DAR ES SALAAM
39,S0101/0040,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'B' BIO - 'A' B/MATH - 'C' COMM - 'C' B/KEEPING - 'C',S0101,AZANIA,DAR ES SALAAM
40,S0101/0041,M,14,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0101,AZANIA,DAR ES SALAAM
